date,item,market,price_kes,unit
2024-04-01,Cabbage,Wakulima,71,per piece
2024-04-02,Tomatoes,Wakulima,87,per kg
2024-04-02,Sukuma Wiki,Wakulima,37,per bundle
2024-04-02,Onions,Wakulima,146,per kg
2024-04-02,Maize,Wakulima,176,per tin
2024-04-02,Potatoes,Wakulima,98,per kg
2024-04-02,Cabbage,Wakulima,75,per piece
2024-04-03,Tomatoes,Wakulima,97,per kg
2024-04-03,Sukuma Wiki,Wakulima,33,per bundle
2024-04-03,Onions,Wakulima,138,per kg
2024-04-03,Maize,Wakulima,170,per tin
2024-04-03,Potatoes,Wakulima,105,per kg
2024-04-03,Cabbage,Wakulima,67,per piece
2024-04-04,Tomatoes,Wakulima,99,per kg
2024-04-04,Sukuma Wiki,Wakulima,37,per bundle
2024-04-04,Onions,Wakulima,131,per kg
2024-04-04,Maize,Wakulima,185,per tin
2024-04-04,Potatoes,Wakulima,107,per kg
2024-04-04,Cabbage,Wakulima,73,per piece
2024-04-05,Tomatoes,Wakulima,96,per kg
2024-04-05,Sukuma Wiki,Wakulima,34,per bundle
2024-04-05,Onions,Wakulima,144,per kg
2024-04-05,Maize,Wakulima,185,per tin
2024-04-05,Potatoes,Wakulima,100,per kg
2024-04-05,Cabbage,Wakulima,73,per piece
2024-04-06,Tomatoes,Wakulima,98,per kg
2024-04-06,Sukuma Wiki,Wakulima,36,per bundle
2024-04-06,Onions,Wakulima,145,per kg
2024-04-06,Maize,Wakulima,188,per tin
2024-04-06,Potatoes,Wakulima,106,per kg
2024-04-06,Cabbage,Wakulima,77,per piece
2024-04-07,Tomatoes,Wakulima,103,per kg
2024-04-07,Sukuma Wiki,Wakulima,33,per bundle
2024-04-07,Onions,Wakulima,154,per kg
2024-04-07,Maize,Wakulima,176,per tin
2024-04-07,Potatoes,Wakulima,109,per kg
2024-04-07,Cabbage,Wakulima,74,per piece
2024-04-08,Tomatoes,Wakulima,91,per kg
2024-04-08,Sukuma Wiki,Wakulima,31,per bundle
2024-04-08,Onions,Wakulima,146,per kg
2024-04-08,Maize,Wakulima,166,per tin
2024-04-08,Potatoes,Wakulima,99,per kg
2024-04-08,Cabbage,Wakulima,73,per piece
2024-04-09,Tomatoes,Wakulima,90,per kg
2024-04-09,Sukuma Wiki,Wakulima,38,per bundle
2024-04-09,Onions,Wakulima,143,per kg
2024-04-09,Maize,Wakulima,168,per tin
2024-04-09,Potatoes,Wakulima,96,per kg
2024-04-09,Cabbage,Wakulima,75,per piece
2024-04-10,Tomatoes,Wakulima,86,per kg
2024-04-10,Sukuma Wiki,Wakulima,36,per bundle
2024-04-10,Onions,Wakulima,139,per kg
2024-04-10,Maize,Wakulima,180,per tin
2024-04-10,Potatoes,Wakulima,108,per kg
2024-04-10,Cabbage,Wakulima,71,per piece
2024-04-11,Tomatoes,Wakulima,93,per kg
2024-04-11,Sukuma Wiki,Wakulima,37,per bundle
2024-04-11,Onions,Wakulima,131,per kg
2024-04-11,Maize,Wakulima,167,per tin
2024-04-11,Potatoes,Wakulima,108,per kg
2024-04-11,Cabbage,Wakulima,67,per piece
2024-04-12,Tomatoes,Wakulima,94,per kg
2024-04-12,Sukuma Wiki,Wakulima,34,per bundle
2024-04-12,Onions,Wakulima,140,per kg
2024-04-12,Maize,Wakulima,172,per tin
2024-04-12,Potatoes,Wakulima,109,per kg
2024-04-12,Cabbage,Wakulima,67,per piece
2024-04-13,Tomatoes,Wakulima,101,per kg
2024-04-13,Sukuma Wiki,Wakulima,35,per bundle
2024-04-13,Onions,Wakulima,141,per kg
2024-04-13,Maize,Wakulima,173,per tin
2024-04-13,Potatoes,Wakulima,104,per kg
2024-04-13,Cabbage,Wakulima,68,per piece
2024-04-14,Tomatoes,Wakulima,98,per kg
2024-04-14,Sukuma Wiki,Wakulima,39,per bundle
2024-04-14,Onions,Wakulima,140,per kg
2024-04-14,Maize,Wakulima,176,per tin
2024-04-14,Potatoes,Wakulima,109,per kg
2024-04-14,Cabbage,Wakulima,76,per piece
2024-04-15,Tomatoes,Wakulima,101,per kg
2024-04-15,Sukuma Wiki,Wakulima,35,per bundle
2024-04-15,Onions,Wakulima,135,per kg
2024-04-15,Maize,Wakulima,164,per tin
2024-04-15,Potatoes,Wakulima,99,per kg
2024-04-15,Cabbage,Wakulima,66,per piece
2024-04-16,Tomatoes,Wakulima,88,per kg
2024-04-16,Sukuma Wiki,Wakulima,31,per bundle
2024-04-16,Onions,Wakulima,140,per kg
2024-04-16,Maize,Wakulima,168,per tin
2024-04-16,Potatoes,Wakulima,113,per kg
2024-04-16,Cabbage,Wakulima,70,per piece
2024-04-17,Tomatoes,Wakulima,96,per kg
2024-04-17,Sukuma Wiki,Wakulima,32,per bundle
2024-04-17,Onions,Wakulima,147,per kg
2024-04-17,Maize,Wakulima,174,per tin
2024-04-17,Potatoes,Wakulima,111,per kg
2024-04-17,Cabbage,Wakulima,70,per piece
2024-04-18,Tomatoes,Wakulima,93,per kg
2024-04-18,Sukuma Wiki,Wakulima,34,per bundle
2024-04-18,Onions,Wakulima,133,per kg
2024-04-18,Maize,Wakulima,163,per tin
2024-04-18,Potatoes,Wakulima,113,per kg
2024-04-18,Cabbage,Wakulima,69,per piece
2024-04-19,Tomatoes,Wakulima,98,per kg
2024-04-19,Sukuma Wiki,Wakulima,34,per bundle
2024-04-19,Onions,Wakulima,131,per kg
2024-04-19,Maize,Wakulima,177,per tin
2024-04-19,Potatoes,Wakulima,97,per kg
2024-04-19,Cabbage,Wakulima,65,per piece
2024-04-20,Tomatoes,Wakulima,99,per kg
2024-04-20,Sukuma Wiki,Wakulima,35,per bundle
2024-04-20,Onions,Wakulima,156,per kg
2024-04-20,Maize,Wakulima,173,per tin
2024-04-20,Potatoes,Wakulima,115,per kg
2024-04-20,Cabbage,Wakulima,74,per piece
2024-04-21,Tomatoes,Wakulima,102,per kg
2024-04-21,Sukuma Wiki,Wakulima,34,per bundle
2024-04-21,Onions,Wakulima,147,per kg
2024-04-21,Maize,Wakulima,181,per tin
2024-04-21,Potatoes,Wakulima,109,per kg
2024-04-21,Cabbage,Wakulima,77,per piece
2024-04-22,Tomatoes,Wakulima,101,per kg
2024-04-22,Sukuma Wiki,Wakulima,33,per bundle
2024-04-22,Onions,Wakulima,142,per kg
2024-04-22,Maize,Wakulima,176,per tin
2024-04-22,Potatoes,Wakulima,109,per kg
2024-04-22,Cabbage,Wakulima,75,per piece
2024-04-23,Tomatoes,Wakulima,88,per kg
2024-04-23,Sukuma Wiki,Wakulima,32,per bundle
2024-04-23,Onions,Wakulima,142,per kg
2024-04-23,Maize,Wakulima,166,per tin
2024-04-23,Potatoes,Wakulima,99,per kg
2024-04-23,Cabbage,Wakulima,64,per piece
2024-04-24,Tomatoes,Wakulima,85,per kg
2024-04-24,Sukuma Wiki,Wakulima,34,per bundle
2024-04-24,Onions,Wakulima,141,per kg
2024-04-24,Maize,Wakulima,169,per tin
2024-04-24,Potatoes,Wakulima,100,per kg
2024-04-24,Cabbage,Wakulima,72,per piece
2024-04-25,Tomatoes,Wakulima,96,per kg
2024-04-25,Sukuma Wiki,Wakulima,34,per bundle
2024-04-25,Onions,Wakulima,143,per kg
2024-04-25,Maize,Wakulima,184,per tin
2024-04-25,Potatoes,Wakulima,110,per kg
2024-04-25,Cabbage,Wakulima,71,per piece
2024-04-26,Tomatoes,Wakulima,96,per kg
2024-04-26,Sukuma Wiki,Wakulima,38,per bundle
2024-04-26,Onions,Wakulima,138,per kg
2024-04-26,Maize,Wakulima,175,per tin
2024-04-26,Potatoes,Wakulima,107,per kg
2024-04-26,Cabbage,Wakulima,74,per piece
2024-04-27,Tomatoes,Wakulima,103,per kg
2024-04-27,Sukuma Wiki,Wakulima,33,per bundle
2024-04-27,Onions,Wakulima,140,per kg
2024-04-27,Maize,Wakulima,178,per tin
2024-04-27,Potatoes,Wakulima,114,per kg
2024-04-27,Cabbage,Wakulima,74,per piece
2024-04-28,Tomatoes,Wakulima,94,per kg
2024-04-28,Sukuma Wiki,Wakulima,33,per bundle
2024-04-28,Onions,Wakulima,150,per kg
2024-04-28,Maize,Wakulima,187,per tin
2024-04-28,Potatoes,Wakulima,118,per kg
2024-04-28,Cabbage,Wakulima,73,per piece
2024-04-29,Tomatoes,Wakulima,93,per kg
2024-04-29,Sukuma Wiki,Wakulima,31,per bundle
2024-04-29,Onions,Wakulima,130,per kg
2024-04-29,Maize,Wakulima,172,per tin
2024-04-29,Potatoes,Wakulima,101,per kg
2024-04-29,Cabbage,Wakulima,66,per piece
2024-04-30,Tomatoes,Wakulima,87,per kg
2024-04-30,Sukuma Wiki,Wakulima,38,per bundle
2024-04-30,Onions,Wakulima,146,per kg
2024-04-30,Maize,Wakulima,176,per tin
2024-04-30,Potatoes,Wakulima,113,per kg
2024-04-30,Cabbage,Wakulima,75,per piece
2024-05-01,Tomatoes,Wakulima,96,per kg
2024-05-01,Sukuma Wiki,Wakulima,33,per bundle
2024-05-01,Onions,Wakulima,130,per kg
2024-05-01,Maize,Wakulima,180,per tin
2024-05-01,Potatoes,Wakulima,104,per kg
2024-05-01,Cabbage,Wakulima,71,per piece
2024-05-02,Tomatoes,Wakulima,100,per kg
2024-05-02,Sukuma Wiki,Wakulima,32,per bundle
2024-05-02,Onions,Wakulima,141,per kg
2024-05-02,Maize,Wakulima,177,per tin
2024-05-02,Potatoes,Wakulima,105,per kg
2024-05-02,Cabbage,Wakulima,65,per piece
2024-05-03,Tomatoes,Wakulima,91,per kg
2024-05-03,Sukuma Wiki,Wakulima,33,per bundle
2024-05-03,Onions,Wakulima,143,per kg
2024-05-03,Maize,Wakulima,183,per tin
2024-05-03,Potatoes,Wakulima,102,per kg
2024-05-03,Cabbage,Wakulima,72,per piece
2024-05-04,Tomatoes,Wakulima,95,per kg
2024-05-04,Sukuma Wiki,Wakulima,40,per bundle
2024-05-04,Onions,Wakulima,153,per kg
2024-05-04,Maize,Wakulima,184,per tin
2024-05-04,Potatoes,Wakulima,109,per kg
2024-05-04,Cabbage,Wakulima,71,per piece
2024-05-05,Tomatoes,Wakulima,95,per kg
2024-05-05,Sukuma Wiki,Wakulima,40,per bundle
2024-05-05,Onions,Wakulima,144,per kg
2024-05-05,Maize,Wakulima,183,per tin
2024-05-05,Potatoes,Wakulima,119,per kg
2024-05-05,Cabbage,Wakulima,75,per piece
2024-05-06,Tomatoes,Wakulima,94,per kg
2024-05-06,Sukuma Wiki,Wakulima,34,per bundle
2024-05-06,Onions,Wakulima,133,per kg
2024-05-06,Maize,Wakulima,171,per tin
2024-05-06,Potatoes,Wakulima,109,per kg
2024-05-06,Cabbage,Wakulima,71,per piece
2024-05-07,Tomatoes,Wakulima,97,per kg
2024-05-07,Sukuma Wiki,Wakulima,32,per bundle
2024-05-07,Onions,Wakulima,140,per kg
2024-05-07,Maize,Wakulima,184,per tin
2024-05-07,Potatoes,Wakulima,104,per kg
2024-05-07,Cabbage,Wakulima,72,per piece
2024-05-08,Tomatoes,Wakulima,87,per kg
2024-05-08,Sukuma Wiki,Wakulima,39,per bundle
2024-05-08,Onions,Wakulima,142,per kg
2024-05-08,Maize,Wakulima,168,per tin
2024-05-08,Potatoes,Wakulima,99,per kg
2024-05-08,Cabbage,Wakulima,70,per piece
2024-05-09,Tomatoes,Wakulima,94,per kg
2024-05-09,Sukuma Wiki,Wakulima,31,per bundle
2024-05-09,Onions,Wakulima,149,per kg
2024-05-09,Maize,Wakulima,184,per tin
2024-05-09,Potatoes,Wakulima,104,per kg
2024-05-09,Cabbage,Wakulima,65,per piece
2024-05-10,Tomatoes,Wakulima,99,per kg
2024-05-10,Sukuma Wiki,Wakulima,35,per bundle
2024-05-10,Onions,Wakulima,144,per kg
2024-05-10,Maize,Wakulima,174,per tin
2024-05-10,Potatoes,Wakulima,101,per kg
2024-05-10,Cabbage,Wakulima,74,per piece
2024-05-11,Tomatoes,Wakulima,106,per kg
2024-05-11,Sukuma Wiki,Wakulima,34,per bundle
2024-05-11,Onions,Wakulima,147,per kg
2024-05-11,Maize,Wakulima,180,per tin
2024-05-11,Potatoes,Wakulima,118,per kg
2024-05-11,Cabbage,Wakulima,73,per piece
2024-05-12,Tomatoes,Wakulima,104,per kg
2024-05-12,Sukuma Wiki,Wakulima,39,per bundle
2024-05-12,Onions,Wakulima,142,per kg
2024-05-12,Maize,Wakulima,190,per tin
2024-05-12,Potatoes,Wakulima,109,per kg
2024-05-12,Cabbage,Wakulima,78,per piece
2024-05-13,Tomatoes,Wakulima,93,per kg
2024-05-13,Sukuma Wiki,Wakulima,37,per bundle
2024-05-13,Onions,Wakulima,135,per kg
2024-05-13,Maize,Wakulima,169,per tin
2024-05-13,Potatoes,Wakulima,106,per kg
2024-05-13,Cabbage,Wakulima,75,per piece
2024-05-14,Tomatoes,Wakulima,93,per kg
2024-05-14,Sukuma Wiki,Wakulima,32,per bundle
2024-05-14,Onions,Wakulima,140,per kg
2024-05-14,Maize,Wakulima,170,per tin
2024-05-14,Potatoes,Wakulima,106,per kg
2024-05-14,Cabbage,Wakulima,70,per piece
2024-05-15,Tomatoes,Wakulima,93,per kg
2024-05-15,Sukuma Wiki,Wakulima,33,per bundle
2024-05-15,Onions,Wakulima,133,per kg
2024-05-15,Maize,Wakulima,179,per tin
2024-05-15,Potatoes,Wakulima,106,per kg
2024-05-15,Cabbage,Wakulima,66,per piece
2024-05-16,Tomatoes,Wakulima,98,per kg
2024-05-16,Sukuma Wiki,Wakulima,31,per bundle
2024-05-16,Onions,Wakulima,144,per kg
2024-05-16,Maize,Wakulima,179,per tin
2024-05-16,Potatoes,Wakulima,110,per kg
2024-05-16,Cabbage,Wakulima,68,per piece
2024-05-17,Tomatoes,Wakulima,96,per kg
2024-05-17,Sukuma Wiki,Wakulima,37,per bundle
2024-05-17,Onions,Wakulima,149,per kg
2024-05-17,Maize,Wakulima,174,per tin
2024-05-17,Potatoes,Wakulima,97,per kg
2024-05-17,Cabbage,Wakulima,70,per piece
2024-05-18,Tomatoes,Wakulima,100,per kg
2024-05-18,Sukuma Wiki,Wakulima,39,per bundle
2024-05-18,Onions,Wakulima,154,per kg
2024-05-18,Maize,Wakulima,181,per tin
2024-05-18,Potatoes,Wakulima,111,per kg
2024-05-18,Cabbage,Wakulima,72,per piece
2024-05-19,Tomatoes,Wakulima,102,per kg
2024-05-19,Sukuma Wiki,Wakulima,36,per bundle
2024-05-19,Onions,Wakulima,150,per kg
2024-05-19,Maize,Wakulima,175,per tin
2024-05-19,Potatoes,Wakulima,110,per kg
2024-05-19,Cabbage,Wakulima,79,per piece
2024-05-20,Tomatoes,Wakulima,91,per kg
2024-05-20,Sukuma Wiki,Wakulima,36,per bundle
2024-05-20,Onions,Wakulima,143,per kg
2024-05-20,Maize,Wakulima,183,per tin
2024-05-20,Potatoes,Wakulima,111,per kg
2024-05-20,Cabbage,Wakulima,74,per piece
2024-05-21,Tomatoes,Wakulima,92,per kg
2024-05-21,Sukuma Wiki,Wakulima,33,per bundle
2024-05-21,Onions,Wakulima,144,per kg
2024-05-21,Maize,Wakulima,180,per tin
2024-05-21,Potatoes,Wakulima,112,per kg
2024-05-21,Cabbage,Wakulima,64,per piece
2024-05-22,Tomatoes,Wakulima,87,per kg
2024-05-22,Sukuma Wiki,Wakulima,36,per bundle
2024-05-22,Onions,Wakulima,148,per kg
2024-05-22,Maize,Wakulima,186,per tin
2024-05-22,Potatoes,Wakulima,109,per kg
2024-05-22,Cabbage,Wakulima,69,per piece
2024-05-23,Tomatoes,Wakulima,87,per kg
2024-05-23,Sukuma Wiki,Wakulima,36,per bundle
2024-05-23,Onions,Wakulima,147,per kg
2024-05-23,Maize,Wakulima,173,per tin
2024-05-23,Potatoes,Wakulima,108,per kg
2024-05-23,Cabbage,Wakulima,74,per piece
2024-05-24,Tomatoes,Wakulima,86,per kg
2024-05-24,Sukuma Wiki,Wakulima,37,per bundle
2024-05-24,Onions,Wakulima,136,per kg
2024-05-24,Maize,Wakulima,171,per tin
2024-05-24,Potatoes,Wakulima,99,per kg
2024-05-24,Cabbage,Wakulima,70,per piece
2024-05-25,Tomatoes,Wakulima,99,per kg
2024-05-25,Sukuma Wiki,Wakulima,39,per bundle
2024-05-25,Onions,Wakulima,140,per kg
2024-05-25,Maize,Wakulima,173,per tin
2024-05-25,Potatoes,Wakulima,117,per kg
2024-05-25,Cabbage,Wakulima,74,per piece
2024-05-26,Tomatoes,Wakulima,94,per kg
2024-05-26,Sukuma Wiki,Wakulima,40,per bundle
2024-05-26,Onions,Wakulima,140,per kg
2024-05-26,Maize,Wakulima,182,per tin
2024-05-26,Potatoes,Wakulima,106,per kg
2024-05-26,Cabbage,Wakulima,70,per piece
2024-05-27,Tomatoes,Wakulima,86,per kg
2024-05-27,Sukuma Wiki,Wakulima,37,per bundle
2024-05-27,Onions,Wakulima,148,per kg
2024-05-27,Maize,Wakulima,178,per tin
2024-05-27,Potatoes,Wakulima,99,per kg
2024-05-27,Cabbage,Wakulima,69,per piece
2024-05-28,Tomatoes,Wakulima,91,per kg
2024-05-28,Sukuma Wiki,Wakulima,35,per bundle
2024-05-28,Onions,Wakulima,142,per kg
2024-05-28,Maize,Wakulima,172,per tin
2024-05-28,Potatoes,Wakulima,100,per kg
2024-05-28,Cabbage,Wakulima,74,per piece
2024-05-29,Tomatoes,Wakulima,89,per kg
2024-05-29,Sukuma Wiki,Wakulima,34,per bundle
2024-05-29,Onions,Wakulima,139,per kg
2024-05-29,Maize,Wakulima,168,per tin
2024-05-29,Potatoes,Wakulima,106,per kg
2024-05-29,Cabbage,Wakulima,70,per piece
2024-05-30,Tomatoes,Wakulima,101,per kg
2024-05-30,Sukuma Wiki,Wakulima,33,per bundle
2024-05-30,Onions,Wakulima,149,per kg
2024-05-30,Maize,Wakulima,178,per tin
2024-05-30,Potatoes,Wakulima,101,per kg
2024-05-30,Cabbage,Wakulima,70,per piece
2024-05-31,Tomatoes,Wakulima,96,per kg
2024-05-31,Sukuma Wiki,Wakulima,37,per bundle
2024-05-31,Onions,Wakulima,131,per kg
2024-05-31,Maize,Wakulima,177,per tin
2024-05-31,Potatoes,Wakulima,105,per kg
2024-05-31,Cabbage,Wakulima,74,per piece
2024-06-01,Tomatoes,Wakulima,82,per kg
2024-06-01,Sukuma Wiki,Wakulima,34,per bundle
2024-06-01,Onions,Wakulima,130,per kg
2024-06-01,Maize,Wakulima,156,per tin
2024-06-01,Potatoes,Wakulima,98,per kg
2024-06-01,Cabbage,Wakulima,65,per piece
2024-06-02,Tomatoes,Wakulima,88,per kg
2024-06-02,Sukuma Wiki,Wakulima,34,per bundle
2024-06-02,Onions,Wakulima,131,per kg
2024-06-02,Maize,Wakulima,167,per tin
2024-06-02,Potatoes,Wakulima,98,per kg
2024-06-02,Cabbage,Wakulima,68,per piece
2024-06-03,Tomatoes,Wakulima,84,per kg
2024-06-03,Sukuma Wiki,Wakulima,29,per bundle
2024-06-03,Onions,Wakulima,120,per kg
2024-06-03,Maize,Wakulima,153,per tin
2024-06-03,Potatoes,Wakulima,96,per kg
2024-06-03,Cabbage,Wakulima,56,per piece
2024-06-04,Tomatoes,Wakulima,78,per kg
2024-06-04,Sukuma Wiki,Wakulima,32,per bundle
2024-06-04,Onions,Wakulima,115,per kg
2024-06-04,Maize,Wakulima,143,per tin
2024-06-04,Potatoes,Wakulima,92,per kg
2024-06-04,Cabbage,Wakulima,66,per piece
2024-06-05,Tomatoes,Wakulima,82,per kg
2024-06-05,Sukuma Wiki,Wakulima,34,per bundle
2024-06-05,Onions,Wakulima,128,per kg
2024-06-05,Maize,Wakulima,146,per tin
2024-06-05,Potatoes,Wakulima,97,per kg
2024-06-05,Cabbage,Wakulima,60,per piece
2024-06-06,Tomatoes,Wakulima,86,per kg
2024-06-06,Sukuma Wiki,Wakulima,32,per bundle
2024-06-06,Onions,Wakulima,118,per kg
2024-06-06,Maize,Wakulima,142,per tin
2024-06-06,Potatoes,Wakulima,100,per kg
2024-06-06,Cabbage,Wakulima,56,per piece
2024-06-07,Tomatoes,Wakulima,89,per kg
2024-06-07,Sukuma Wiki,Wakulima,33,per bundle
2024-06-07,Onions,Wakulima,126,per kg
2024-06-07,Maize,Wakulima,163,per tin
2024-06-07,Potatoes,Wakulima,100,per kg
2024-06-07,Cabbage,Wakulima,64,per piece
2024-06-08,Tomatoes,Wakulima,83,per kg
2024-06-08,Sukuma Wiki,Wakulima,34,per bundle
2024-06-08,Onions,Wakulima,118,per kg
2024-06-08,Maize,Wakulima,160,per tin
2024-06-08,Potatoes,Wakulima,95,per kg
2024-06-08,Cabbage,Wakulima,66,per piece
2024-06-09,Tomatoes,Wakulima,88,per kg
2024-06-09,Sukuma Wiki,Wakulima,32,per bundle
2024-06-09,Onions,Wakulima,134,per kg
2024-06-09,Maize,Wakulima,170,per tin
2024-06-09,Potatoes,Wakulima,89,per kg
2024-06-09,Cabbage,Wakulima,60,per piece
2024-06-10,Tomatoes,Wakulima,74,per kg
2024-06-10,Sukuma Wiki,Wakulima,33,per bundle
2024-06-10,Onions,Wakulima,123,per kg
2024-06-10,Maize,Wakulima,162,per tin
2024-06-10,Potatoes,Wakulima,86,per kg
2024-06-10,Cabbage,Wakulima,55,per piece
2024-06-11,Tomatoes,Wakulima,87,per kg
2024-06-11,Sukuma Wiki,Wakulima,34,per bundle
2024-06-11,Onions,Wakulima,118,per kg
2024-06-11,Maize,Wakulima,149,per tin
2024-06-11,Potatoes,Wakulima,85,per kg
2024-06-11,Cabbage,Wakulima,66,per piece
2024-06-12,Tomatoes,Wakulima,78,per kg
2024-06-12,Sukuma Wiki,Wakulima,30,per bundle
2024-06-12,Onions,Wakulima,114,per kg
2024-06-12,Maize,Wakulima,161,per tin
2024-06-12,Potatoes,Wakulima,85,per kg
2024-06-12,Cabbage,Wakulima,60,per piece
2024-06-13,Tomatoes,Wakulima,84,per kg
2024-06-13,Sukuma Wiki,Wakulima,32,per bundle
2024-06-13,Onions,Wakulima,131,per kg
2024-06-13,Maize,Wakulima,150,per tin
2024-06-13,Potatoes,Wakulima,96,per kg
2024-06-13,Cabbage,Wakulima,56,per piece
2024-06-14,Tomatoes,Wakulima,80,per kg
2024-06-14,Sukuma Wiki,Wakulima,27,per bundle
2024-06-14,Onions,Wakulima,121,per kg
2024-06-14,Maize,Wakulima,149,per tin
2024-06-14,Potatoes,Wakulima,100,per kg
2024-06-14,Cabbage,Wakulima,55,per piece
2024-06-15,Tomatoes,Wakulima,83,per kg
2024-06-15,Sukuma Wiki,Wakulima,31,per bundle
2024-06-15,Onions,Wakulima,137,per kg
2024-06-15,Maize,Wakulima,168,per tin
2024-06-15,Potatoes,Wakulima,89,per kg
2024-06-15,Cabbage,Wakulima,66,per piece
2024-06-16,Tomatoes,Wakulima,86,per kg
2024-06-16,Sukuma Wiki,Wakulima,36,per bundle
2024-06-16,Onions,Wakulima,125,per kg
2024-06-16,Maize,Wakulima,157,per tin
2024-06-16,Potatoes,Wakulima,90,per kg
2024-06-16,Cabbage,Wakulima,59,per piece
2024-06-17,Tomatoes,Wakulima,87,per kg
2024-06-17,Sukuma Wiki,Wakulima,30,per bundle
2024-06-17,Onions,Wakulima,125,per kg
2024-06-17,Maize,Wakulima,155,per tin
2024-06-17,Potatoes,Wakulima,93,per kg
2024-06-17,Cabbage,Wakulima,55,per piece
2024-06-18,Tomatoes,Wakulima,86,per kg
2024-06-18,Sukuma Wiki,Wakulima,28,per bundle
2024-06-18,Onions,Wakulima,114,per kg
2024-06-18,Maize,Wakulima,153,per tin
2024-06-18,Potatoes,Wakulima,84,per kg
2024-06-18,Cabbage,Wakulima,64,per piece
2024-06-19,Tomatoes,Wakulima,77,per kg
2024-06-19,Sukuma Wiki,Wakulima,28,per bundle
2024-06-19,Onions,Wakulima,129,per kg
2024-06-19,Maize,Wakulima,148,per tin
2024-06-19,Potatoes,Wakulima,85,per kg
2024-06-19,Cabbage,Wakulima,65,per piece
2024-06-20,Tomatoes,Wakulima,74,per kg
2024-06-20,Sukuma Wiki,Wakulima,33,per bundle
2024-06-20,Onions,Wakulima,115,per kg
2024-06-20,Maize,Wakulima,143,per tin
2024-06-20,Potatoes,Wakulima,87,per kg
2024-06-20,Cabbage,Wakulima,57,per piece
2024-06-21,Tomatoes,Wakulima,84,per kg
2024-06-21,Sukuma Wiki,Wakulima,26,per bundle
2024-06-21,Onions,Wakulima,112,per kg
2024-06-21,Maize,Wakulima,159,per tin
2024-06-21,Potatoes,Wakulima,87,per kg
2024-06-21,Cabbage,Wakulima,58,per piece
2024-06-22,Tomatoes,Wakulima,80,per kg
2024-06-22,Sukuma Wiki,Wakulima,28,per bundle
2024-06-22,Onions,Wakulima,133,per kg
2024-06-22,Maize,Wakulima,160,per tin
2024-06-22,Potatoes,Wakulima,100,per kg
2024-06-22,Cabbage,Wakulima,63,per piece
2024-06-23,Tomatoes,Wakulima,90,per kg
2024-06-23,Sukuma Wiki,Wakulima,32,per bundle
2024-06-23,Onions,Wakulima,120,per kg
2024-06-23,Maize,Wakulima,159,per tin
2024-06-23,Potatoes,Wakulima,104,per kg
2024-06-23,Cabbage,Wakulima,58,per piece
2024-06-24,Tomatoes,Wakulima,86,per kg
2024-06-24,Sukuma Wiki,Wakulima,33,per bundle
2024-06-24,Onions,Wakulima,122,per kg
2024-06-24,Maize,Wakulima,151,per tin
2024-06-24,Potatoes,Wakulima,100,per kg
2024-06-24,Cabbage,Wakulima,55,per piece
2024-06-25,Tomatoes,Wakulima,81,per kg
2024-06-25,Sukuma Wiki,Wakulima,30,per bundle
2024-06-25,Onions,Wakulima,125,per kg
2024-06-25,Maize,Wakulima,152,per tin
2024-06-25,Potatoes,Wakulima,99,per kg
2024-06-25,Cabbage,Wakulima,55,per piece
2024-06-26,Tomatoes,Wakulima,75,per kg
2024-06-26,Sukuma Wiki,Wakulima,31,per bundle
2024-06-26,Onions,Wakulima,113,per kg
2024-06-26,Maize,Wakulima,146,per tin
2024-06-26,Potatoes,Wakulima,94,per kg
2024-06-26,Cabbage,Wakulima,61,per piece
2024-06-27,Tomatoes,Wakulima,79,per kg
2024-06-27,Sukuma Wiki,Wakulima,34,per bundle
2024-06-27,Onions,Wakulima,122,per kg
2024-06-27,Maize,Wakulima,151,per tin
2024-06-27,Potatoes,Wakulima,93,per kg
2024-06-27,Cabbage,Wakulima,56,per piece
2024-06-28,Tomatoes,Wakulima,85,per kg
2024-06-28,Sukuma Wiki,Wakulima,33,per bundle
2024-06-28,Onions,Wakulima,125,per kg
2024-06-28,Maize,Wakulima,158,per tin
2024-06-28,Potatoes,Wakulima,96,per kg
2024-06-28,Cabbage,Wakulima,57,per piece
2024-06-29,Tomatoes,Wakulima,85,per kg
2024-06-29,Sukuma Wiki,Wakulima,30,per bundle
2024-06-29,Onions,Wakulima,125,per kg
2024-06-29,Maize,Wakulima,158,per tin
2024-06-29,Potatoes,Wakulima,95,per kg
2024-06-29,Cabbage,Wakulima,59,per piece
2024-06-30,Tomatoes,Wakulima,84,per kg
2024-06-30,Sukuma Wiki,Wakulima,33,per bundle
2024-06-30,Onions,Wakulima,125,per kg
2024-06-30,Maize,Wakulima,151,per tin
2024-06-30,Potatoes,Wakulima,104,per kg
2024-06-30,Cabbage,Wakulima,58,per piece
2024-07-01,Tomatoes,Wakulima,87,per kg
2024-07-01,Sukuma Wiki,Wakulima,27,per bundle
2024-07-01,Onions,Wakulima,114,per kg
2024-07-01,Maize,Wakulima,158,per tin
2024-07-01,Potatoes,Wakulima,97,per kg
2024-07-01,Cabbage,Wakulima,61,per piece
2024-07-02,Tomatoes,Wakulima,83,per kg
2024-07-02,Sukuma Wiki,Wakulima,31,per bundle
2024-07-02,Onions,Wakulima,118,per kg
2024-07-02,Maize,Wakulima,143,per tin
2024-07-02,Potatoes,Wakulima,89,per kg
